130	131776	46782
131	131510	47172
132	130659	47350
133	129828	47532
134	129604	47936
135	129275	48300
136	129060	48708
137	128650	49043
138	128265	49387
139	127943	49755
140	127690	50151
141	126870	50322
142	126474	50660
143	126187	51042
144	125377	51210
145	124836	51486
146	124520	51854
147	123866	52080
148	123589	52463
149	123362	52869
150	122944	53193
151	122687	53587
152	122441	53987
153	122066	54330
154	121340	54515
155	121118	54925
156	120654	55226
157	120374	55611
158	120159	56027
159	119842	56396
160	119496	56751
161	118855	56966
162	118513	57322
163	117793	57494
164	117474	57860
165	117165	58232
166	116556	58453
167	116193	58796
168	116092	59273
169	115983	59749
170	115829	60203
171	115012	60311
172	114644	60653
173	114237	60973
174	113923	61343
175	113344	61570
176	113083	61968
177	112710	62305
178	112382	62667
179	111848	62914
180	111433	63226
181	111243	63667
182	110989	64073
183	110568	64381
184	109886	64536
185	109531	64881
186	109173	65225
187	108802	65560
188	108455	65909
189	107701	66010
190	107381	66375
191	106996	66699
192	106656	67051
193	106273	67376
194	105979	67757
195	105595	68081
196	105321	68476
197	105054	68876
198	104738	69245
199	104097	69398
200	103780	69765
201	103425	70106
202	102981	70387
203	102278	70489
204	101765	70718
205	101305	70982
206	100590	71065
207	100381	71504
208	100190	71957
209	99891	72334
210	99683	72778
211	99363	73142
212	99104	73551
213	98831	73950
214	98259	74125
215	98169	74664
216	98025	75164
217	97596	75447
218	97290	75824
219	97206	76376
220	96976	76816
221	96701	77222
222	96483	77674
223	95871	77809
224	95557	78183
225	95057	78405
226	94773	78804
227	94418	79144
228	94067	79488
229	93755	79865
230	93490	80283
231	92934	80450
232	92622	80827
233	92278	81177
234	91807	81414
235	91482	81779
236	91162	82150
237	90670	82365
238	90314	82701
239	89901	82985
240	89396	83183
241	89100	83575
242	88829	83990
243	88430	84285
244	88130	84674
245	87862	85094
246	87608	85530
247	87357	85970
248	86882	86190
249	86545	86545
250	86046	86737
251	85531	86910
252	85189	87258
253	84900	87661
254	84579	88032
255	84007	88139
256	83652	88471
257	83313	88821
258	82877	89067
259	82514	89390
260	82212	89780
261	81801	90050
262	81505	90446
263	81266	90908
264	80968	91304
265	80648	91676
266	80405	92138
267	79953	92359
268	79664	92769
269	79206	92981
270	78850	93311
271	78561	93722
272	78103	93930
273	77773	94292
274	77411	94613
275	77115	95017
276	76653	95214
277	76273	95513
278	75961	95897
279	75637	96266
280	75331	96658
281	74940	96941
282	74518	97183
283	74097	97424
284	73697	97691
285	73283	97939
286	73005	98368
287	72665	98715
288	72206	98898
289	71678	98984
290	71344	99336
291	70809	99405
292	70503	99794
293	70196	100183
294	69856	100525
295	69586	100968
296	69256	101325
297	68886	101624
298	68584	102023
299	68258	102387
300	67919	102732
301	67541	103017
302	67243	103425
303	66737	103511
304	66325	103740
305	66007	104114
306	65628	104394
307	65269	104702
308	64857	104925
309	64493	105226
310	64178	105606
311	63876	106008
312	63551	106373
313	63288	106841
314	62924	107141
315	62642	107581
316	62149	107658
317	61851	108070
318	61454	108308
319	61141	108696
320	60815	109059
321	60436	109328
322	59942	109387
323	59638	109789
324	59150	109850
325	58817	110198
326	58492	110560
327	58181	110950
328	57814	111233
329	57333	111294
330	56994	111629
331	56642	111935
332	56287	112238
333	55933	112541
334	55619	112924
335	55292	113282
336	54886	113476
337	54583	113884
338	54248	114224
339	53933	114608
340	53615	114985
341	53276	115319
342	52914	115602
343	52564	115911
344	52146	116068
345	51790	116360
346	51420	116620
347	50984	116728
348	50662	117094
349	50335	117449
350	49951	117671
351	49553	117857
352	49183	118106
353	48840	118421
354	48508	118762
355	48119	118962
356	47804	119343
357	47466	119669
358	47124	119983
359	46701	120090
360	46301	120249
361	45979	120611
362	45664	120993
363	45280	121192
364	44966	121575
365	44630	121901
366	44317	122290
367	44010	122696
368	43717	123143
369	43396	123514
370	43090	123925
371	42804	124399
372	42479	124762
373	42053	124824
374	41730	125190
375	41421	125600
376	41096	125961
377	40782	126358
378	40471	126766
379	40161	127178
380	39837	127545
381	39418	127608
382	39102	128001
383	38791	128412
384	38474	128804
385	38150	129176
386	37736	129239
387	37402	129571
388	37068	129906
389	36732	130232
390	36387	130528
391	36045	130832
392	35720	131197
393	35391	131551
394	35070	131930
395	34735	132262
396	34376	132501
397	34059	132900
398	33736	133276
399	33403	133613
400	33072	133961
401	32745	134325
402	32412	134661
403	32089	135043
404	31761	135403
405	31440	135795
406	31112	136160
407	30783	136517
408	30422	136733
409	30086	137062
410	29760	137433
411	29435	137812
412	29124	138256
413	28790	138597
414	28489	139094
415	28174	139529
416	27867	140008
417	27544	140407
418	27221	140813
419	26877	141109
420	26534	141403
421	26206	141786
422	25871	142126
423	25547	142528
424	25213	142875
425	24886	143263
426	24556	143636
427	24227	144017
428	23898	144401
429	23573	144810
430	23253	145252
431	22915	145579
432	22583	145947
433	22251	146319
434	21925	146733
435	21606	147192
436	21278	147599
437	20935	147897
438	20592	148197
439	20256	148548
440	19921	148908
441	19589	149282
442	19259	149681
443	18919	150001
444	18581	150344
445	18256	150781
446	17924	151170
447	17589	151536
448	17251	151878
449	16916	152251
450	16554	152368
451	16222	152766
452	15894	153200
453	15559	153566
454	15228	153974
455	14903	154452
456	14571	154868
457	14245	155348
458	13918	155813
459	13593	156329
460	13260	156746
461	12922	157108
462	12583	157468
463	12244	157821
464	11904	158164
465	11559	158439
466	11220	158780
467	10879	159118
468	10537	159423
469	10196	159743
470	9853	160028
471	9512	160347
472	9172	160686
473	8834	161053
474	8494	161396
475	8154	161739
476	7817	162120
477	7479	162501
478	7138	162815
479	6798	163175
480	6459	163532
481	6119	163860
482	5778	164188
483	5437	164487
484	5097	164830
485	4755	165100
486	4417	165486
487	4076	165768
488	3735	166075
489	3394	166334
490	3054	166648
491	2714	166919
492	2375	167269
493	2034	167541
494	1694	167800
495	1356	168186
496	1017	168536
497	678	168861
498	339	169187
499	0	169540
